# Groupings of all ligands that may be found in the BioLiP structural database
# The 4 nucleic acids entries ("NUCACID_") include: NUCDNA, NUCDNAB, NUCRNA, NUCRNAB
# The 2 DNA entries ("DNA_") include: NUCDNA, NUCDNAB
# The 2 RNA entries ("RNA_") include: NUCRNA, NUCRNAB
# All 204 ion entries ("ION_") were extracted from wwPDB's Chemical Component Dictionary (http://www.wwpdb.org/data/ccd),
# All 8428 drug entries ("DRUGLIKE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to drug SMILES strings obtained from DrugBank (https://www.drugbank.ca/releases/latest)
# All 4070 metabolite entries ("METABOLITE_") were identified by comparing ligand SMILES strings (Tanimoto coefficient > 0.9) 
#  to *endogenous metabolite* SMILES strings from the Human Metabolome Database
#  (http://www.hmdb.ca/system/downloads/current/hmdb_metabolites.zip)
# LAST UPDATED: September 26, 2018
#group_name	original_ligand_mmCIF_identifier
DRUGLIKE_	8OG
DRUGLIKE_	8OV
DRUGLIKE_	8PC
DRUGLIKE_	8PE
DRUGLIKE_	8PK
DRUGLIKE_	8PP
DRUGLIKE_	8PR
DRUGLIKE_	8PS
DRUGLIKE_	8PT
DRUGLIKE_	8Q1
DRUGLIKE_	8QD
DRUGLIKE_	8QL
DRUGLIKE_	8QN
DRUGLIKE_	8QP
DRUGLIKE_	8QS
DRUGLIKE_	8RC
DRUGLIKE_	8S0
DRUGLIKE_	8SK
DRUGLIKE_	8SO
DRUGLIKE_	8SP
DRUGLIKE_	8ST
DRUGLIKE_	8T1
DRUGLIKE_	8TO
DRUGLIKE_	8UZ
DRUGLIKE_	8V0
DRUGLIKE_	8V3
DRUGLIKE_	8VR
DRUGLIKE_	8W5
DRUGLIKE_	8W7
DRUGLIKE_	8W8
DRUGLIKE_	8WF
DRUGLIKE_	8X7
DRUGLIKE_	8XA
DRUGLIKE_	8XC
DRUGLIKE_	8XG
DRUGLIKE_	8XU
DRUGLIKE_	8YP
DRUGLIKE_	8YV
DRUGLIKE_	8Z2
DRUGLIKE_	8ZB
DRUGLIKE_	907
DRUGLIKE_	910
DRUGLIKE_	911
DRUGLIKE_	915
DRUGLIKE_	91P
DRUGLIKE_	91U
DRUGLIKE_	928
DRUGLIKE_	92G
DRUGLIKE_	936
DRUGLIKE_	93J
DRUGLIKE_	948
DRUGLIKE_	949
DRUGLIKE_	94B
DRUGLIKE_	94N
DRUGLIKE_	94Q
DRUGLIKE_	94R
DRUGLIKE_	94T
DRUGLIKE_	950
DRUGLIKE_	959
DRUGLIKE_	95E
DRUGLIKE_	95Z
DRUGLIKE_	961
DRUGLIKE_	965
DRUGLIKE_	968
DRUGLIKE_	972
DRUGLIKE_	973
DRUGLIKE_	977
DRUGLIKE_	979
DRUGLIKE_	97B
DRUGLIKE_	97M
DRUGLIKE_	97N
DRUGLIKE_	980
DRUGLIKE_	982
DRUGLIKE_	984
DRUGLIKE_	98D
DRUGLIKE_	98G
DRUGLIKE_	98J
DRUGLIKE_	98M
DRUGLIKE_	991
DRUGLIKE_	995
DRUGLIKE_	997
DRUGLIKE_	998
DRUGLIKE_	999
DRUGLIKE_	99J
DRUGLIKE_	99M
DRUGLIKE_	99T
DRUGLIKE_	99V
DRUGLIKE_	9A3
DRUGLIKE_	9AD
DRUGLIKE_	9AE
DRUGLIKE_	9AP
DRUGLIKE_	9AR
DRUGLIKE_	9AY
DRUGLIKE_	9B0
DRUGLIKE_	9B7
DRUGLIKE_	9BD
DRUGLIKE_	9BG
DRUGLIKE_	9BJ
DRUGLIKE_	9C4
DRUGLIKE_	9CA
DRUGLIKE_	9CR
DRUGLIKE_	9CS
DRUGLIKE_	9D2
DRUGLIKE_	9DB
DRUGLIKE_	9EE
DRUGLIKE_	9EG
DRUGLIKE_	9EN
DRUGLIKE_	9EP
DRUGLIKE_	9F2
DRUGLIKE_	9HE
DRUGLIKE_	9HO
DRUGLIKE_	9HP
DRUGLIKE_	9IN
DRUGLIKE_	9IP
DRUGLIKE_	9J6
DRUGLIKE_	9K6
DRUGLIKE_	9MG
DRUGLIKE_	9O4
DRUGLIKE_	9O7
DRUGLIKE_	9ON
DRUGLIKE_	9PE
DRUGLIKE_	9PG
DRUGLIKE_	9PI
DRUGLIKE_	9PL
DRUGLIKE_	9PP
DRUGLIKE_	9PY
DRUGLIKE_	9QV
DRUGLIKE_	9QZ
DRUGLIKE_	9R1
DRUGLIKE_	9RA
DRUGLIKE_	9SR
DRUGLIKE_	9T6
DRUGLIKE_	9TP
DRUGLIKE_	9WN
DRUGLIKE_	9WT
DRUGLIKE_	9WY
DRUGLIKE_	9X8
DRUGLIKE_	9XT
DRUGLIKE_	9XV
DRUGLIKE_	9XW
DRUGLIKE_	9XY
DRUGLIKE_	9YT
DRUGLIKE_	9YW
DRUGLIKE_	A
DRUGLIKE_	A00
DRUGLIKE_	A04
DRUGLIKE_	A05
DRUGLIKE_	A0B
DRUGLIKE_	A0K
DRUGLIKE_	A0P
DRUGLIKE_	A11
DRUGLIKE_	A12
DRUGLIKE_	A16
DRUGLIKE_	A17
DRUGLIKE_	A18
DRUGLIKE_	A19
DRUGLIKE_	A1E
DRUGLIKE_	A1G
DRUGLIKE_	A1Q
DRUGLIKE_	A1S
DRUGLIKE_	A1Z
DRUGLIKE_	A20
DRUGLIKE_	A21
DRUGLIKE_	A22
DRUGLIKE_	A23
DRUGLIKE_	A25
DRUGLIKE_	A26
DRUGLIKE_	A2D
DRUGLIKE_	A2E
DRUGLIKE_	A2G
DRUGLIKE_	A2L
DRUGLIKE_	A2M
DRUGLIKE_	A2P
DRUGLIKE_	A2R
DRUGLIKE_	A37
DRUGLIKE_	A39
DRUGLIKE_	A3A
DRUGLIKE_	A3B
DRUGLIKE_	A3D
DRUGLIKE_	A3M
DRUGLIKE_	A3P
DRUGLIKE_	A3V
DRUGLIKE_	A41
DRUGLIKE_	A42
DRUGLIKE_	A44
DRUGLIKE_	A45
DRUGLIKE_	A46
DRUGLIKE_	A49
DRUGLIKE_	A4D
DRUGLIKE_	A4Z
DRUGLIKE_	A51
DRUGLIKE_	A55
DRUGLIKE_	A56
DRUGLIKE_	A58
DRUGLIKE_	A5B
DRUGLIKE_	A5C
DRUGLIKE_	A5M
DRUGLIKE_	A5O
DRUGLIKE_	A5P
DRUGLIKE_	A5V
DRUGLIKE_	A60
DRUGLIKE_	A6B
DRUGLIKE_	A6P
DRUGLIKE_	A74
DRUGLIKE_	A75
DRUGLIKE_	A7D
DRUGLIKE_	A80
DRUGLIKE_	A84
DRUGLIKE_	A88
DRUGLIKE_	A8B
DRUGLIKE_	A8N
DRUGLIKE_	A8W
DRUGLIKE_	A8Z
DRUGLIKE_	A91
DRUGLIKE_	A94
DRUGLIKE_	A96
DRUGLIKE_	A9M
DRUGLIKE_	AA
DRUGLIKE_	AA2
DRUGLIKE_	AA3
DRUGLIKE_	AA4
DRUGLIKE_	AA7
DRUGLIKE_	AAA
DRUGLIKE_	AAB
DRUGLIKE_	AAC
DRUGLIKE_	AAD
DRUGLIKE_	AAE
DRUGLIKE_	AAF
DRUGLIKE_	AAG
DRUGLIKE_	AAH
DRUGLIKE_	AAI
DRUGLIKE_	AAM
DRUGLIKE_	AAN
DRUGLIKE_	AAP
DRUGLIKE_	AAR
DRUGLIKE_	AAT
DRUGLIKE_	AAU
DRUGLIKE_	AAX
DRUGLIKE_	AAY
DRUGLIKE_	AAZ
DRUGLIKE_	AB1
DRUGLIKE_	AB3
DRUGLIKE_	AB5
DRUGLIKE_	AB6
DRUGLIKE_	AB7
DRUGLIKE_	AB9
DRUGLIKE_	ABA
DRUGLIKE_	ABE
DRUGLIKE_	ABF
DRUGLIKE_	ABG
DRUGLIKE_	ABH
DRUGLIKE_	ABI
DRUGLIKE_	ABJ
DRUGLIKE_	ABM
DRUGLIKE_	ABN
DRUGLIKE_	ABO
DRUGLIKE_	ABP
DRUGLIKE_	ABU
DRUGLIKE_	ABW
DRUGLIKE_	ABZ
DRUGLIKE_	AC0
DRUGLIKE_	AC1
DRUGLIKE_	AC2
DRUGLIKE_	AC4
DRUGLIKE_	AC5
DRUGLIKE_	AC8
DRUGLIKE_	ACA
DRUGLIKE_	ACB
DRUGLIKE_	ACD
DRUGLIKE_	ACG
DRUGLIKE_	ACH
DRUGLIKE_	ACI
DRUGLIKE_	ACJ
DRUGLIKE_	ACK
DRUGLIKE_	ACM
DRUGLIKE_	ACO
DRUGLIKE_	ACP
DRUGLIKE_	ACQ
DRUGLIKE_	ACR
DRUGLIKE_	ACT
DRUGLIKE_	ACV
DRUGLIKE_	ACW
DRUGLIKE_	ACY
DRUGLIKE_	ACZ
DRUGLIKE_	AD0
DRUGLIKE_	AD1
DRUGLIKE_	AD2
DRUGLIKE_	AD5
DRUGLIKE_	AD7
DRUGLIKE_	AD8
DRUGLIKE_	ADA
DRUGLIKE_	ADB
DRUGLIKE_	ADC
DRUGLIKE_	ADD
DRUGLIKE_	ADE
DRUGLIKE_	ADH
DRUGLIKE_	ADI
DRUGLIKE_	ADK
DRUGLIKE_	ADL
DRUGLIKE_	ADM
DRUGLIKE_	ADN
DRUGLIKE_	ADO
DRUGLIKE_	ADP
DRUGLIKE_	ADQ
DRUGLIKE_	ADV
DRUGLIKE_	ADW
DRUGLIKE_	ADX
DRUGLIKE_	ADY
DRUGLIKE_	ADZ
DRUGLIKE_	AE2
DRUGLIKE_	AE3
DRUGLIKE_	AE4
DRUGLIKE_	AED
DRUGLIKE_	AEF
DRUGLIKE_	AEG
DRUGLIKE_	AEH
DRUGLIKE_	AEI
DRUGLIKE_	AEJ
DRUGLIKE_	AEM
DRUGLIKE_	AEP
DRUGLIKE_	AER
DRUGLIKE_	AES
DRUGLIKE_	AF1
DRUGLIKE_	AF3
DRUGLIKE_	AFB
DRUGLIKE_	AFC
DRUGLIKE_	AFD
DRUGLIKE_	AFE
DRUGLIKE_	AFI
DRUGLIKE_	AFL
DRUGLIKE_	AFO
DRUGLIKE_	AFP
DRUGLIKE_	AG
DRUGLIKE_	AG0
DRUGLIKE_	AG2
DRUGLIKE_	AGA
DRUGLIKE_	AGB
DRUGLIKE_	AGC
DRUGLIKE_	AGE
DRUGLIKE_	AGF
DRUGLIKE_	AGG
DRUGLIKE_	AGI
DRUGLIKE_	AGL
DRUGLIKE_	AGM
DRUGLIKE_	AGP
DRUGLIKE_	AGR
DRUGLIKE_	AGS
DRUGLIKE_	AGU
DRUGLIKE_	AH1
DRUGLIKE_	AH2
DRUGLIKE_	AH4
DRUGLIKE_	AHA
DRUGLIKE_	AHB
DRUGLIKE_	AHC
DRUGLIKE_	AHD
DRUGLIKE_	AHE
DRUGLIKE_	AHF
DRUGLIKE_	AHG
DRUGLIKE_	AHM
DRUGLIKE_	AHN
DRUGLIKE_	AHP
DRUGLIKE_	AHR
DRUGLIKE_	AHT
DRUGLIKE_	AHY
DRUGLIKE_	AHZ
DRUGLIKE_	AI1
DRUGLIKE_	AI3
DRUGLIKE_	AI7
DRUGLIKE_	AIA
DRUGLIKE_	AIB
DRUGLIKE_	AIC
DRUGLIKE_	AIG
DRUGLIKE_	AIH
DRUGLIKE_	AIJ
DRUGLIKE_	AIK
DRUGLIKE_	AIN
DRUGLIKE_	AIO
DRUGLIKE_	AIQ
DRUGLIKE_	AIS
DRUGLIKE_	AIT
DRUGLIKE_	AIU
DRUGLIKE_	AJ3
DRUGLIKE_	AJA
DRUGLIKE_	AJB
DRUGLIKE_	AJI
DRUGLIKE_	AJM
DRUGLIKE_	AK1
DRUGLIKE_	AK2
DRUGLIKE_	AK3
DRUGLIKE_	AKA
DRUGLIKE_	AKB
DRUGLIKE_	AKC
DRUGLIKE_	AKG
DRUGLIKE_	AKH
DRUGLIKE_	AKM
DRUGLIKE_	AKN
DRUGLIKE_	AKR
DRUGLIKE_	AKT
DRUGLIKE_	AKV
DRUGLIKE_	AKY
DRUGLIKE_	AL
DRUGLIKE_	AL0
DRUGLIKE_	AL1
DRUGLIKE_	AL2
DRUGLIKE_	AL3
DRUGLIKE_	AL4
DRUGLIKE_	AL5
DRUGLIKE_	AL6
DRUGLIKE_	AL7
DRUGLIKE_	AL8
DRUGLIKE_	AL9
DRUGLIKE_	ALA
DRUGLIKE_	ALC
DRUGLIKE_	ALD
DRUGLIKE_	ALE
DRUGLIKE_	ALF
DRUGLIKE_	ALH
DRUGLIKE_	ALI
DRUGLIKE_	ALL
DRUGLIKE_	ALN
DRUGLIKE_	ALO
DRUGLIKE_	ALQ
DRUGLIKE_	ALR
DRUGLIKE_	ALS
DRUGLIKE_	ALX
DRUGLIKE_	ALZ
DRUGLIKE_	AM2
DRUGLIKE_	AM3
DRUGLIKE_	AM4
DRUGLIKE_	AM8
DRUGLIKE_	AMA
DRUGLIKE_	AMB
DRUGLIKE_	AMC
DRUGLIKE_	AMD
DRUGLIKE_	AME
DRUGLIKE_	AMF
DRUGLIKE_	AMG
DRUGLIKE_	AMH
DRUGLIKE_	AMI
DRUGLIKE_	AMJ
DRUGLIKE_	AML
DRUGLIKE_	AMN
DRUGLIKE_	AMO
DRUGLIKE_	AMP
DRUGLIKE_	AMQ
DRUGLIKE_	AMS
DRUGLIKE_	AMU
DRUGLIKE_	AMV
DRUGLIKE_	AMW
DRUGLIKE_	AMX
DRUGLIKE_	AMZ
DRUGLIKE_	AN1
DRUGLIKE_	AN2
DRUGLIKE_	AN6
DRUGLIKE_	AN8
DRUGLIKE_	ANB
DRUGLIKE_	ANC
DRUGLIKE_	AND
DRUGLIKE_	ANE
DRUGLIKE_	ANF
DRUGLIKE_	ANG
DRUGLIKE_	ANH
DRUGLIKE_	ANK
DRUGLIKE_	ANL
DRUGLIKE_	ANM
DRUGLIKE_	ANN
DRUGLIKE_	ANO
DRUGLIKE_	ANP
DRUGLIKE_	ANR
DRUGLIKE_	ANS
DRUGLIKE_	ANU
DRUGLIKE_	ANW
DRUGLIKE_	AO1
DRUGLIKE_	AO2
DRUGLIKE_	AO3
DRUGLIKE_	AO5
DRUGLIKE_	AOA
DRUGLIKE_	AOE
DRUGLIKE_	AOG
DRUGLIKE_	AOI
DRUGLIKE_	AOM
DRUGLIKE_	AON
DRUGLIKE_	AOQ
DRUGLIKE_	AOR
DRUGLIKE_	AOS
DRUGLIKE_	AOX
DRUGLIKE_	AP
DRUGLIKE_	AP1
DRUGLIKE_	AP2
DRUGLIKE_	AP4
DRUGLIKE_	AP5
DRUGLIKE_	AP6
DRUGLIKE_	AP7
DRUGLIKE_	AP9
DRUGLIKE_	APB
DRUGLIKE_	APC
DRUGLIKE_	APD
DRUGLIKE_	APF
DRUGLIKE_	APG
DRUGLIKE_	API
DRUGLIKE_	APJ
DRUGLIKE_	APL
DRUGLIKE_	APO
DRUGLIKE_	APP
DRUGLIKE_	APQ
DRUGLIKE_	APR
DRUGLIKE_	APS
DRUGLIKE_	APT
DRUGLIKE_	APX
DRUGLIKE_	APZ
DRUGLIKE_	AQ4
DRUGLIKE_	AQA
DRUGLIKE_	AQG
DRUGLIKE_	AQH
DRUGLIKE_	AQO
DRUGLIKE_	AQP
DRUGLIKE_	AR3
DRUGLIKE_	AR4
DRUGLIKE_	AR6
DRUGLIKE_	ARA
DRUGLIKE_	ARB
DRUGLIKE_	ARC
DRUGLIKE_	ARE
DRUGLIKE_	ARG
DRUGLIKE_	ARH
DRUGLIKE_	ARP
DRUGLIKE_	ARR
DRUGLIKE_	ARV
DRUGLIKE_	ARW
DRUGLIKE_	AS0
DRUGLIKE_	AS1
DRUGLIKE_	AS2
DRUGLIKE_	AS4
DRUGLIKE_	AS5
DRUGLIKE_	ASA
DRUGLIKE_	ASB
DRUGLIKE_	ASC
DRUGLIKE_	ASD
DRUGLIKE_	ASE
DRUGLIKE_	ASF
DRUGLIKE_	ASG
DRUGLIKE_	ASI
DRUGLIKE_	ASJ
DRUGLIKE_	ASL
DRUGLIKE_	ASN
DRUGLIKE_	ASO
DRUGLIKE_	ASP
DRUGLIKE_	ASQ
DRUGLIKE_	ASR
DRUGLIKE_	AST
DRUGLIKE_	ASW
DRUGLIKE_	ASY
DRUGLIKE_	AT1
DRUGLIKE_	AT2
DRUGLIKE_	AT4
DRUGLIKE_	AT5
DRUGLIKE_	AT6
DRUGLIKE_	ATC
DRUGLIKE_	ATD
DRUGLIKE_	ATE
DRUGLIKE_	ATF
DRUGLIKE_	ATG
DRUGLIKE_	ATH
DRUGLIKE_	ATJ
DRUGLIKE_	ATK
DRUGLIKE_	ATL
DRUGLIKE_	ATP
DRUGLIKE_	ATQ
DRUGLIKE_	ATR
DRUGLIKE_	ATS
DRUGLIKE_	ATT
DRUGLIKE_	ATU
DRUGLIKE_	ATW
DRUGLIKE_	ATX
DRUGLIKE_	ATY
DRUGLIKE_	ATZ
DRUGLIKE_	AU
DRUGLIKE_	AU3
DRUGLIKE_	AUR
DRUGLIKE_	AV1
DRUGLIKE_	AV2
DRUGLIKE_	AVC
DRUGLIKE_	AVE
DRUGLIKE_	AVF
DRUGLIKE_	AVG
DRUGLIKE_	AVL
DRUGLIKE_	AVR
DRUGLIKE_	AWY
DRUGLIKE_	AXA
DRUGLIKE_	AXT
DRUGLIKE_	AXX
DRUGLIKE_	AXY
DRUGLIKE_	AY0
DRUGLIKE_	AY7
DRUGLIKE_	AYA
DRUGLIKE_	AYG
DRUGLIKE_	AYM
DRUGLIKE_	AYT
DRUGLIKE_	AYU
DRUGLIKE_	AZ1
DRUGLIKE_	AZ2
DRUGLIKE_	AZ3
DRUGLIKE_	AZE
DRUGLIKE_	AZG
DRUGLIKE_	AZL
DRUGLIKE_	AZM
DRUGLIKE_	AZO
DRUGLIKE_	AZQ
DRUGLIKE_	AZR
DRUGLIKE_	AZX
DRUGLIKE_	AZZ
DRUGLIKE_	B08
DRUGLIKE_	B0B
DRUGLIKE_	B0D
DRUGLIKE_	B11
DRUGLIKE_	B14
DRUGLIKE_	B16
DRUGLIKE_	B18
DRUGLIKE_	B1F
DRUGLIKE_	B1L
DRUGLIKE_	B1P
DRUGLIKE_	B1Q
DRUGLIKE_	B1T
DRUGLIKE_	B1V
DRUGLIKE_	B21
DRUGLIKE_	B23
DRUGLIKE_	B28
DRUGLIKE_	B29
DRUGLIKE_	B2F
DRUGLIKE_	B2G
DRUGLIKE_	B2H
DRUGLIKE_	B2Y
DRUGLIKE_	B31
DRUGLIKE_	B32
DRUGLIKE_	B33
DRUGLIKE_	B34
DRUGLIKE_	B35
DRUGLIKE_	B39
DRUGLIKE_	B3E
DRUGLIKE_	B3H
DRUGLIKE_	B3K
DRUGLIKE_	B3P
DRUGLIKE_	B3S
DRUGLIKE_	B40
DRUGLIKE_	B41
DRUGLIKE_	B42
DRUGLIKE_	B49
DRUGLIKE_	B4D
DRUGLIKE_	B4G
DRUGLIKE_	B4M
DRUGLIKE_	B4N
DRUGLIKE_	B4P
DRUGLIKE_	B56
DRUGLIKE_	B5R
DRUGLIKE_	B61
DRUGLIKE_	B65
DRUGLIKE_	B66
DRUGLIKE_	B67
DRUGLIKE_	B68
DRUGLIKE_	B69
DRUGLIKE_	B6J
DRUGLIKE_	B6M
DRUGLIKE_	B6P
DRUGLIKE_	B70
DRUGLIKE_	B72
DRUGLIKE_	B74
DRUGLIKE_	B76
DRUGLIKE_	B77
DRUGLIKE_	B78
DRUGLIKE_	B7A
DRUGLIKE_	B7D
DRUGLIKE_	B7G
DRUGLIKE_	B7N
DRUGLIKE_	B7P
DRUGLIKE_	B81
DRUGLIKE_	B82
DRUGLIKE_	B8D
DRUGLIKE_	B8H
DRUGLIKE_	B8M
DRUGLIKE_	B8T
DRUGLIKE_	B96
DRUGLIKE_	B97
DRUGLIKE_	B98
DRUGLIKE_	B9D
DRUGLIKE_	B9F
DRUGLIKE_	BA
DRUGLIKE_	BA1
DRUGLIKE_	BA3
DRUGLIKE_	BA4
DRUGLIKE_	BAB
DRUGLIKE_	BAF
DRUGLIKE_	BAH
DRUGLIKE_	BAI
DRUGLIKE_	BAK
DRUGLIKE_	BAL
DRUGLIKE_	BAM
DRUGLIKE_	BAN
DRUGLIKE_	BAO
DRUGLIKE_	BAP
DRUGLIKE_	BAQ
DRUGLIKE_	BAR
DRUGLIKE_	BAS
DRUGLIKE_	BAT
DRUGLIKE_	BAU
DRUGLIKE_	BAX
DRUGLIKE_	BB1
DRUGLIKE_	BB2
DRUGLIKE_	BB3
DRUGLIKE_	BBA
DRUGLIKE_	BBB
DRUGLIKE_	BBH
DRUGLIKE_	BBI
DRUGLIKE_	BBJ
DRUGLIKE_	BBL
DRUGLIKE_	BBS
DRUGLIKE_	BBT
DRUGLIKE_	BBZ
DRUGLIKE_	BC
DRUGLIKE_	BC1
DRUGLIKE_	BC3
DRUGLIKE_	BCA
DRUGLIKE_	BCE
DRUGLIKE_	BCG
DRUGLIKE_	BCH
DRUGLIKE_	BCN
DRUGLIKE_	BCO
DRUGLIKE_	BCP
DRUGLIKE_	BCR
DRUGLIKE_	BCS
DRUGLIKE_	BCV
DRUGLIKE_	BCW
DRUGLIKE_	BCX
DRUGLIKE_	BCZ
DRUGLIKE_	BD2
DRUGLIKE_	BD4
DRUGLIKE_	BDB
DRUGLIKE_	BDD
DRUGLIKE_	BDE
DRUGLIKE_	BDF
DRUGLIKE_	BDG
DRUGLIKE_	BDH
DRUGLIKE_	BDI
DRUGLIKE_	BDL
DRUGLIKE_	BDM
DRUGLIKE_	BDN
DRUGLIKE_	BDP
DRUGLIKE_	BDR
DRUGLIKE_	BDS
DRUGLIKE_	BDT
DRUGLIKE_	BDZ
DRUGLIKE_	BE1
DRUGLIKE_	BE2
DRUGLIKE_	BEA
DRUGLIKE_	BEK
DRUGLIKE_	BEM
DRUGLIKE_	BEN
DRUGLIKE_	BEO
DRUGLIKE_	BEP
DRUGLIKE_	BER
DRUGLIKE_	BET
DRUGLIKE_	BEW
DRUGLIKE_	BEY
DRUGLIKE_	BEZ
DRUGLIKE_	BFB
DRUGLIKE_	BFC
DRUGLIKE_	BFI
DRUGLIKE_	BFL
DRUGLIKE_	BFP
DRUGLIKE_	BFQ
DRUGLIKE_	BFU
DRUGLIKE_	BG3
DRUGLIKE_	BG4
DRUGLIKE_	BG5
DRUGLIKE_	BG6
DRUGLIKE_	BGA
DRUGLIKE_	BGB
DRUGLIKE_	BGC
DRUGLIKE_	BGL
DRUGLIKE_	BGN
DRUGLIKE_	BGP
DRUGLIKE_	BGQ
DRUGLIKE_	BGR
DRUGLIKE_	BGT
DRUGLIKE_	BGU
DRUGLIKE_	BGX
DRUGLIKE_	BH0
DRUGLIKE_	BH2
DRUGLIKE_	BH4
DRUGLIKE_	BH7
DRUGLIKE_	BHA
DRUGLIKE_	BHB
DRUGLIKE_	BHC
DRUGLIKE_	BHD
DRUGLIKE_	BHE
DRUGLIKE_	BHF
DRUGLIKE_	BHG
DRUGLIKE_	BHH
DRUGLIKE_	BHI
DRUGLIKE_	BHL
DRUGLIKE_	BHM
DRUGLIKE_	BHO
DRUGLIKE_	BHQ
DRUGLIKE_	BHS
DRUGLIKE_	BHY
DRUGLIKE_	BI1
DRUGLIKE_	BI2
DRUGLIKE_	BI3
DRUGLIKE_	BI4
DRUGLIKE_	BI5
DRUGLIKE_	BI8
DRUGLIKE_	BI9
DRUGLIKE_	BIA
DRUGLIKE_	BIB
DRUGLIKE_	BIC
DRUGLIKE_	BIE
DRUGLIKE_	BIF
DRUGLIKE_	BIG
DRUGLIKE_	BIH
DRUGLIKE_	BIK
DRUGLIKE_	BIN
DRUGLIKE_	BIO
DRUGLIKE_	BIP
DRUGLIKE_	BIR
DRUGLIKE_	BIT
DRUGLIKE_	BIV
DRUGLIKE_	BIZ
DRUGLIKE_	BJ2
DRUGLIKE_	BJE
DRUGLIKE_	BJH
DRUGLIKE_	BJI
DRUGLIKE_	BJP
DRUGLIKE_	BJQ
DRUGLIKE_	BK1
DRUGLIKE_	BK2
DRUGLIKE_	BK4
DRUGLIKE_	BK5
DRUGLIKE_	BKA
DRUGLIKE_	BL1
DRUGLIKE_	BL2
DRUGLIKE_	BL3
DRUGLIKE_	BL4
DRUGLIKE_	BL6
DRUGLIKE_	BL7
DRUGLIKE_	BL8
DRUGLIKE_	BLA
DRUGLIKE_	BLI
DRUGLIKE_	BLN
DRUGLIKE_	BLZ
DRUGLIKE_	BM1
DRUGLIKE_	BM3
DRUGLIKE_	BM5
DRUGLIKE_	BM7
DRUGLIKE_	BMA
DRUGLIKE_	BMD
DRUGLIKE_	BME
DRUGLIKE_	BMI
DRUGLIKE_	BML
DRUGLIKE_	BMU
DRUGLIKE_	BMV
DRUGLIKE_	BMX
DRUGLIKE_	BMZ
DRUGLIKE_	BN2
DRUGLIKE_	BN3
DRUGLIKE_	BN4
DRUGLIKE_	BN5
DRUGLIKE_	BNC
DRUGLIKE_	BNF
DRUGLIKE_	BNG
DRUGLIKE_	BNI
DRUGLIKE_	BNL
DRUGLIKE_	BNS
DRUGLIKE_	BNT
DRUGLIKE_	BNW
DRUGLIKE_	BNX
DRUGLIKE_	BO2
DRUGLIKE_	BO3
DRUGLIKE_	BO4
DRUGLIKE_	BO9
DRUGLIKE_	BOA
DRUGLIKE_	BOG
DRUGLIKE_	BOM
DRUGLIKE_	BOS
DRUGLIKE_	BOX
DRUGLIKE_	BP
DRUGLIKE_	BP1
DRUGLIKE_	BP3
DRUGLIKE_	BP4
DRUGLIKE_	BP6
DRUGLIKE_	BP7
DRUGLIKE_	BPA
DRUGLIKE_	BPC
DRUGLIKE_	BPD
DRUGLIKE_	BPE
DRUGLIKE_	BPG
DRUGLIKE_	BPH
DRUGLIKE_	BPI
DRUGLIKE_	BPJ
DRUGLIKE_	BPL
DRUGLIKE_	BPM
DRUGLIKE_	BPQ
DRUGLIKE_	BPR
DRUGLIKE_	BPS
DRUGLIKE_	BPX
DRUGLIKE_	BPY
DRUGLIKE_	BPZ
DRUGLIKE_	BQ1
DRUGLIKE_	BQM
DRUGLIKE_	BQZ
DRUGLIKE_	BR3
DRUGLIKE_	BR8
DRUGLIKE_	BRB
DRUGLIKE_	BRC
DRUGLIKE_	BRD
DRUGLIKE_	BRE
DRUGLIKE_	BRF
DRUGLIKE_	BRI
DRUGLIKE_	BRK
DRUGLIKE_	BRL
DRUGLIKE_	BRM
DRUGLIKE_	BRN
DRUGLIKE_	BRP
DRUGLIKE_	BRQ
DRUGLIKE_	BRR
DRUGLIKE_	BRS
DRUGLIKE_	BRT
DRUGLIKE_	BRV
DRUGLIKE_	BRW
DRUGLIKE_	BRX
DRUGLIKE_	BRY
DRUGLIKE_	BRZ
DRUGLIKE_	BS1
DRUGLIKE_	BS2
DRUGLIKE_	BS4
DRUGLIKE_	BSB
DRUGLIKE_	BSE
DRUGLIKE_	BSI
DRUGLIKE_	BSM
DRUGLIKE_	BST
DRUGLIKE_	BSU
DRUGLIKE_	BSY
DRUGLIKE_	BT5
DRUGLIKE_	BTA
DRUGLIKE_	BTC
DRUGLIKE_	BTD
DRUGLIKE_	BTI
DRUGLIKE_	BTL
DRUGLIKE_	BTN
DRUGLIKE_	BTO
DRUGLIKE_	BTP
DRUGLIKE_	BTQ
DRUGLIKE_	BTS
DRUGLIKE_	BTT
DRUGLIKE_	BTU
DRUGLIKE_	BTW
DRUGLIKE_	BTX
DRUGLIKE_	BTZ
DRUGLIKE_	BU1
DRUGLIKE_	BU2
DRUGLIKE_	BU3
DRUGLIKE_	BU4
DRUGLIKE_	BU9
DRUGLIKE_	BUA
DRUGLIKE_	BUB
DRUGLIKE_	BUD
DRUGLIKE_	BUE
DRUGLIKE_	BUG
DRUGLIKE_	BUM
DRUGLIKE_	BUN
DRUGLIKE_	BUP
DRUGLIKE_	BUQ
DRUGLIKE_	BUW
DRUGLIKE_	BVD
DRUGLIKE_	BVL
DRUGLIKE_	BW5
